T20,Major trading partners,,,,,,,
Region/Country/Area,,Year,Series,Major trading partner 1 (% of exports),Major trading partner 1 (% of exports) footnote,Value,Footnotes,Source
304,Greenland,2015,Major trading partner 3 (% of imports),Spain,,0.2,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
304,Greenland,2020,Major trading partner 3 (% of imports),Spain,,11.5,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
308,Grenada,2020,Major trading partner 1 (% of exports),Areas nes,Areas not elsewhere specified.,49.0,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
308,Grenada,2010,Major trading partner 1 (% of imports),United States,,31.9,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
308,Grenada,2015,Major trading partner 1 (% of imports),United States,,35.5,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
308,Grenada,2020,Major trading partner 1 (% of imports),United States,,38.9,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
308,Grenada,2010,Major trading partner 2 (% of exports),United States,,24.5,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
308,Grenada,2015,Major trading partner 2 (% of exports),United States,,22.7,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
308,Grenada,2020,Major trading partner 2 (% of exports),United States,,17.5,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
308,Grenada,2010,Major trading partner 2 (% of imports),Trinidad and Tobago,,25.2,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
308,Grenada,2015,Major trading partner 2 (% of imports),Trinidad and Tobago,,21.3,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
308,Grenada,2020,Major trading partner 2 (% of imports),Trinidad and Tobago,,19.5,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
308,Grenada,2010,Major trading partner 3 (% of exports),Trinidad and Tobago,,1.0,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
308,Grenada,2015,Major trading partner 3 (% of exports),Trinidad and Tobago,,2.9,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
308,Grenada,2020,Major trading partner 3 (% of exports),Trinidad and Tobago,,7.9,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
308,Grenada,2010,Major trading partner 3 (% of imports),Cayman Islands,,0.0,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
308,Grenada,2020,Major trading partner 3 (% of imports),Cayman Islands,,6.7,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
320,Guatemala,2010,Major trading partner 1 (% of exports),United States,,38.8,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
320,Guatemala,2015,Major trading partner 1 (% of exports),United States,,35.0,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
320,Guatemala,2020,Major trading partner 1 (% of exports),United States,,32.3,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
320,Guatemala,2010,Major trading partner 1 (% of imports),United States,,37.1,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
320,Guatemala,2015,Major trading partner 1 (% of imports),United States,,37.1,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
320,Guatemala,2020,Major trading partner 1 (% of imports),United States,,34.6,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
320,Guatemala,2010,Major trading partner 2 (% of exports),El Salvador,,11.7,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
320,Guatemala,2015,Major trading partner 2 (% of exports),El Salvador,,11.6,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
320,Guatemala,2020,Major trading partner 2 (% of exports),El Salvador,,11.3,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
320,Guatemala,2010,Major trading partner 2 (% of imports),China,,7.1,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
320,Guatemala,2015,Major trading partner 2 (% of imports),China,,10.6,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
320,Guatemala,2020,Major trading partner 2 (% of imports),China,,12.4,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
320,Guatemala,2010,Major trading partner 3 (% of exports),Honduras,,8.3,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
320,Guatemala,2015,Major trading partner 3 (% of exports),Honduras,,8.5,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
320,Guatemala,2020,Major trading partner 3 (% of exports),Honduras,,8.7,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
320,Guatemala,2010,Major trading partner 3 (% of imports),Mexico,,11.2,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
320,Guatemala,2015,Major trading partner 3 (% of imports),Mexico,,11.6,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
320,Guatemala,2020,Major trading partner 3 (% of imports),Mexico,,11.7,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
324,Guinea,2010,Major trading partner 1 (% of exports),China,,2.6,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
324,Guinea,2015,Major trading partner 1 (% of exports),China,,1.8,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
324,Guinea,2020,Major trading partner 1 (% of exports),China,,34.5,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
324,Guinea,2010,Major trading partner 1 (% of imports),China,,19.7,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
324,Guinea,2015,Major trading partner 1 (% of imports),China,,14.9,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
324,Guinea,2020,Major trading partner 1 (% of imports),China,,40.3,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
324,Guinea,2010,Major trading partner 2 (% of exports),United Arab Emirates,,2.2,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
324,Guinea,2015,Major trading partner 2 (% of exports),United Arab Emirates,,9.9,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
324,Guinea,2020,Major trading partner 2 (% of exports),United Arab Emirates,,26.5,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
324,Guinea,2010,Major trading partner 2 (% of imports),India,,3.7,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
324,Guinea,2015,Major trading partner 2 (% of imports),India,,10.9,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
324,Guinea,2020,Major trading partner 2 (% of imports),India,,9.6,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
324,Guinea,2010,Major trading partner 3 (% of exports),India,,16.8,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
324,Guinea,2015,Major trading partner 3 (% of exports),India,,16.4,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
324,Guinea,2020,Major trading partner 3 (% of exports),India,,14.0,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
324,Guinea,2010,Major trading partner 3 (% of imports),United Arab Emirates,,2.1,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
324,Guinea,2015,Major trading partner 3 (% of imports),United Arab Emirates,,6.5,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
324,Guinea,2020,Major trading partner 3 (% of imports),United Arab Emirates,,4.6,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
624,Guinea-Bissau,2010,Major trading partner 1 (% of exports),India,,79.0,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
624,Guinea-Bissau,2015,Major trading partner 1 (% of exports),India,,67.5,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
624,Guinea-Bissau,2020,Major trading partner 1 (% of exports),India,,70.4,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
624,Guinea-Bissau,2010,Major trading partner 1 (% of imports),Portugal,,24.3,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
624,Guinea-Bissau,2015,Major trading partner 1 (% of imports),Portugal,,27.5,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
624,Guinea-Bissau,2020,Major trading partner 1 (% of imports),Portugal,,25.9,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
624,Guinea-Bissau,2010,Major trading partner 2 (% of exports),Ivory Coast,,1.2,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
624,Guinea-Bissau,2015,Major trading partner 2 (% of exports),Ivory Coast,,0.9,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
624,Guinea-Bissau,2020,Major trading partner 2 (% of exports),Ivory Coast,,11.4,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
624,Guinea-Bissau,2010,Major trading partner 2 (% of imports),Senegal,,21.4,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
624,Guinea-Bissau,2015,Major trading partner 2 (% of imports),Senegal,,22.6,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
624,Guinea-Bissau,2020,Major trading partner 2 (% of imports),Senegal,,17.6,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
624,Guinea-Bissau,2010,Major trading partner 3 (% of exports),Togo,,5.1,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
624,Guinea-Bissau,2015,Major trading partner 3 (% of exports),Togo,,4.7,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
624,Guinea-Bissau,2020,Major trading partner 3 (% of exports),Togo,,4.3,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
624,Guinea-Bissau,2010,Major trading partner 3 (% of imports),China,,4.0,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
624,Guinea-Bissau,2015,Major trading partner 3 (% of imports),China,,5.9,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
624,Guinea-Bissau,2020,Major trading partner 3 (% of imports),China,,15.9,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
328,Guyana,2010,Major trading partner 1 (% of exports),United States,,10.2,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
328,Guyana,2015,Major trading partner 1 (% of exports),United States,,25.6,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
328,Guyana,2020,Major trading partner 1 (% of exports),United States,,28.4,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
328,Guyana,2010,Major trading partner 1 (% of imports),United States,,27.7,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
328,Guyana,2015,Major trading partner 1 (% of imports),United States,,25.9,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
328,Guyana,2020,Major trading partner 1 (% of imports),United States,,32.8,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
328,Guyana,2010,Major trading partner 2 (% of exports),Canada,,39.6,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
328,Guyana,2015,Major trading partner 2 (% of exports),Canada,,25.7,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
328,Guyana,2020,Major trading partner 2 (% of exports),Canada,,14.9,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
328,Guyana,2010,Major trading partner 2 (% of imports),Portugal,,0.0,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
328,Guyana,2015,Major trading partner 2 (% of imports),Portugal,,0.0,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
328,Guyana,2020,Major trading partner 2 (% of imports),Portugal,,16.5,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
328,Guyana,2010,Major trading partner 3 (% of exports),Trinidad and Tobago,,3.5,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
328,Guyana,2015,Major trading partner 3 (% of exports),Trinidad and Tobago,,3.1,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
328,Guyana,2020,Major trading partner 3 (% of exports),Trinidad and Tobago,,10.0,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
328,Guyana,2010,Major trading partner 3 (% of imports),Trinidad and Tobago,,22.0,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
328,Guyana,2015,Major trading partner 3 (% of imports),Trinidad and Tobago,,23.2,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
328,Guyana,2020,Major trading partner 3 (% of imports),Trinidad and Tobago,,11.4,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
332,Haiti,2010,Major trading partner 1 (% of exports),United States,,81.0,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
332,Haiti,2015,Major trading partner 1 (% of exports),United States,,83.2,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
332,Haiti,2020,Major trading partner 1 (% of exports),United States,,81.2,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
332,Haiti,2010,Major trading partner 1 (% of imports),United States,,35.2,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
332,Haiti,2015,Major trading partner 1 (% of imports),United States,,31.4,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
332,Haiti,2020,Major trading partner 1 (% of imports),United States,,32.9,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
332,Haiti,2010,Major trading partner 2 (% of exports),Canada,,3.6,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
332,Haiti,2015,Major trading partner 2 (% of exports),Canada,,2.6,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
332,Haiti,2020,Major trading partner 2 (% of exports),Canada,,5.2,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
332,Haiti,2010,Major trading partner 2 (% of imports),Dominican Rep.,,23.3,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
332,Haiti,2015,Major trading partner 2 (% of imports),Dominican Rep.,,27.9,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
332,Haiti,2020,Major trading partner 2 (% of imports),Dominican Rep.,,22.5,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
332,Haiti,2010,Major trading partner 3 (% of exports),Mexico,,2.0,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
332,Haiti,2015,Major trading partner 3 (% of exports),Mexico,,1.9,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
332,Haiti,2020,Major trading partner 3 (% of exports),Mexico,,2.4,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
332,Haiti,2010,Major trading partner 3 (% of imports),China,,7.4,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
332,Haiti,2015,Major trading partner 3 (% of imports),China,,12.0,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
332,Haiti,2020,Major trading partner 3 (% of imports),China,,16.6,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
340,Honduras,2010,Major trading partner 1 (% of exports),United States,,38.9,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
340,Honduras,2015,Major trading partner 1 (% of exports),United States,,44.2,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
340,Honduras,2020,Major trading partner 1 (% of exports),United States,,33.3,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
340,Honduras,2010,Major trading partner 1 (% of imports),United States,,38.5,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
340,Honduras,2015,Major trading partner 1 (% of imports),United States,,35.0,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
340,Honduras,2020,Major trading partner 1 (% of imports),United States,,36.2,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
340,Honduras,2010,Major trading partner 2 (% of exports),Areas nes,Areas not elsewhere specified.,0.1,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
340,Honduras,2015,Major trading partner 2 (% of exports),Areas nes,Areas not elsewhere specified.,2.1,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
340,Honduras,2020,Major trading partner 2 (% of exports),Areas nes,Areas not elsewhere specified.,18.0,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
340,Honduras,2010,Major trading partner 2 (% of imports),China,,7.7,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
340,Honduras,2015,Major trading partner 2 (% of imports),China,,15.4,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
340,Honduras,2020,Major trading partner 2 (% of imports),China,,16.1,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
340,Honduras,2010,Major trading partner 3 (% of exports),Germany,,7.5,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
340,Honduras,2015,Major trading partner 3 (% of exports),Germany,,8.0,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
340,Honduras,2020,Major trading partner 3 (% of exports),Germany,,6.8,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
340,Honduras,2010,Major trading partner 3 (% of imports),Mexico,,7.6,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
340,Honduras,2015,Major trading partner 3 (% of imports),Mexico,,7.3,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
340,Honduras,2020,Major trading partner 3 (% of imports),Mexico,,7.9,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
348,Hungary,2010,Major trading partner 1 (% of exports),Germany,,26.2,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
348,Hungary,2015,Major trading partner 1 (% of exports),Germany,,27.3,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
348,Hungary,2020,Major trading partner 1 (% of exports),Germany,,28.0,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
348,Hungary,2010,Major trading partner 1 (% of imports),Germany,,21.2,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
348,Hungary,2015,Major trading partner 1 (% of imports),Germany,,26.2,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
348,Hungary,2020,Major trading partner 1 (% of imports),Germany,,24.8,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
348,Hungary,2010,Major trading partner 2 (% of exports),Slovakia,,5.1,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
348,Hungary,2015,Major trading partner 2 (% of exports),Slovakia,,5.0,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
348,Hungary,2020,Major trading partner 2 (% of exports),Slovakia,,5.4,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
348,Hungary,2010,Major trading partner 2 (% of imports),China,,7.1,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
348,Hungary,2015,Major trading partner 2 (% of imports),China,,5.3,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
348,Hungary,2020,Major trading partner 2 (% of imports),China,,7.7,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
348,Hungary,2010,Major trading partner 3 (% of exports),Italy,,5.3,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
348,Hungary,2015,Major trading partner 3 (% of exports),Italy,,4.7,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
348,Hungary,2020,Major trading partner 3 (% of exports),Italy,,5.2,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
348,Hungary,2010,Major trading partner 3 (% of imports),Austria,,5.7,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
348,Hungary,2015,Major trading partner 3 (% of imports),Austria,,6.6,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
348,Hungary,2020,Major trading partner 3 (% of imports),Austria,,5.8,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
352,Iceland,2010,Major trading partner 1 (% of exports),Netherlands,,34.0,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
352,Iceland,2015,Major trading partner 1 (% of exports),Netherlands,,26.1,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
352,Iceland,2020,Major trading partner 1 (% of exports),Netherlands,,20.3,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
352,Iceland,2010,Major trading partner 1 (% of imports),Germany,,7.5,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
352,Iceland,2015,Major trading partner 1 (% of imports),Germany,,8.6,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
352,Iceland,2020,Major trading partner 1 (% of imports),Germany,,9.0,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
352,Iceland,2010,Major trading partner 2 (% of exports),Spain,,4.7,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
352,Iceland,2015,Major trading partner 2 (% of exports),Spain,,11.5,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
352,Iceland,2020,Major trading partner 2 (% of exports),Spain,,17.3,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
352,Iceland,2010,Major trading partner 2 (% of imports),Norway,,9.1,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
352,Iceland,2015,Major trading partner 2 (% of imports),Norway,,10.1,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
352,Iceland,2020,Major trading partner 2 (% of imports),Norway,,8.8,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
352,Iceland,2010,Major trading partner 3 (% of exports),United Kingdom,,10.1,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
352,Iceland,2015,Major trading partner 3 (% of exports),United Kingdom,,11.6,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
352,Iceland,2020,Major trading partner 3 (% of exports),United Kingdom,,11.1,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
352,Iceland,2010,Major trading partner 3 (% of imports),China,,6.0,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
352,Iceland,2015,Major trading partner 3 (% of imports),China,,7.8,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
