T20,Major trading partners,,,,,,,
Region/Country/Area,,Year,Series,Major trading partner 1 (% of exports),Major trading partner 1 (% of exports) footnote,Value,Footnotes,Source
796,Turks and Caicos Islands,2015,Major trading partner 2 (% of exports),Sudan,,0.7,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
796,Turks and Caicos Islands,2020,Major trading partner 2 (% of exports),Sudan,,23.6,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
796,Turks and Caicos Islands,2010,Major trading partner 2 (% of imports),Bahamas,,0.9,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
796,Turks and Caicos Islands,2015,Major trading partner 2 (% of imports),Bahamas,,0.1,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
796,Turks and Caicos Islands,2020,Major trading partner 2 (% of imports),Bahamas,,4.6,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
796,Turks and Caicos Islands,2015,Major trading partner 3 (% of exports),Singapore,,0.3,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
796,Turks and Caicos Islands,2020,Major trading partner 3 (% of exports),Singapore,,7.5,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
796,Turks and Caicos Islands,2010,Major trading partner 3 (% of imports),Dominican Rep.,,0.2,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
796,Turks and Caicos Islands,2015,Major trading partner 3 (% of imports),Dominican Rep.,,0.9,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
796,Turks and Caicos Islands,2020,Major trading partner 3 (% of imports),Dominican Rep.,,2.7,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
798,Tuvalu,2010,Major trading partner 1 (% of exports),Thailand,,75.2,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
798,Tuvalu,2015,Major trading partner 1 (% of exports),Thailand,,87.3,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
798,Tuvalu,2020,Major trading partner 1 (% of exports),Thailand,,52.5,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
798,Tuvalu,2010,Major trading partner 1 (% of imports),Japan,,61.0,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
798,Tuvalu,2015,Major trading partner 1 (% of imports),Japan,,25.3,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
798,Tuvalu,2020,Major trading partner 1 (% of imports),Japan,,28.3,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
798,Tuvalu,2010,Major trading partner 2 (% of exports),Indonesia,,7.0,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
798,Tuvalu,2015,Major trading partner 2 (% of exports),Indonesia,,0.0,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
798,Tuvalu,2020,Major trading partner 2 (% of exports),Indonesia,,39.4,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
798,Tuvalu,2015,Major trading partner 2 (% of imports),Singapore,,22.2,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
798,Tuvalu,2020,Major trading partner 2 (% of imports),Singapore,,22.0,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
798,Tuvalu,2010,Major trading partner 3 (% of exports),Japan,,7.8,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
798,Tuvalu,2015,Major trading partner 3 (% of exports),Japan,,5.0,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
798,Tuvalu,2020,Major trading partner 3 (% of exports),Japan,,3.6,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
798,Tuvalu,2010,Major trading partner 3 (% of imports),China,,11.2,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
798,Tuvalu,2015,Major trading partner 3 (% of imports),China,,16.2,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
798,Tuvalu,2020,Major trading partner 3 (% of imports),China,,17.6,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
800,Uganda,2010,Major trading partner 1 (% of exports),United Arab Emirates,,7.5,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
800,Uganda,2015,Major trading partner 1 (% of exports),United Arab Emirates,,3.6,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
800,Uganda,2020,Major trading partner 1 (% of exports),United Arab Emirates,,44.5,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
800,Uganda,2010,Major trading partner 1 (% of imports),China,,8.9,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
800,Uganda,2015,Major trading partner 1 (% of imports),China,,15.8,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
800,Uganda,2020,Major trading partner 1 (% of imports),China,,16.4,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
800,Uganda,2010,Major trading partner 2 (% of exports),Kenya,,11.8,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
800,Uganda,2015,Major trading partner 2 (% of exports),Kenya,,18.8,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
800,Uganda,2020,Major trading partner 2 (% of exports),Kenya,,11.2,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
800,Uganda,2010,Major trading partner 2 (% of imports),India,,14.7,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
800,Uganda,2015,Major trading partner 2 (% of imports),India,,20.9,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
800,Uganda,2020,Major trading partner 2 (% of imports),India,,11.6,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
800,Uganda,2015,Major trading partner 3 (% of exports),South Sudan,,11.7,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
800,Uganda,2020,Major trading partner 3 (% of exports),South Sudan,,8.6,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
800,Uganda,2010,Major trading partner 3 (% of imports),Kenya,,11.0,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
800,Uganda,2015,Major trading partner 3 (% of imports),Kenya,,10.0,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
800,Uganda,2020,Major trading partner 3 (% of imports),Kenya,,9.4,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
804,Ukraine,2010,Major trading partner 1 (% of exports),China,,2.6,The Government of Ukraine has informed the United Nations that it is not in a position to provide statistical data concerning the Autonomous Republic of Crimea and the city of Sevastopol.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
804,Ukraine,2015,Major trading partner 1 (% of exports),China,,6.3,The Government of Ukraine has informed the United Nations that it is not in a position to provide statistical data concerning the Autonomous Republic of Crimea and the city of Sevastopol.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
804,Ukraine,2020,Major trading partner 1 (% of exports),China,,14.5,The Government of Ukraine has informed the United Nations that it is not in a position to provide statistical data concerning the Autonomous Republic of Crimea and the city of Sevastopol.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
804,Ukraine,2010,Major trading partner 1 (% of imports),China,,7.7,The Government of Ukraine has informed the United Nations that it is not in a position to provide statistical data concerning the Autonomous Republic of Crimea and the city of Sevastopol.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
804,Ukraine,2015,Major trading partner 1 (% of imports),China,,10.1,The Government of Ukraine has informed the United Nations that it is not in a position to provide statistical data concerning the Autonomous Republic of Crimea and the city of Sevastopol.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
804,Ukraine,2020,Major trading partner 1 (% of imports),China,,15.4,The Government of Ukraine has informed the United Nations that it is not in a position to provide statistical data concerning the Autonomous Republic of Crimea and the city of Sevastopol.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
804,Ukraine,2010,Major trading partner 2 (% of exports),Poland,,3.5,Estimate.;The Government of Ukraine has informed the United Nations that it is not in a position to provide statistical data concerning the Autonomous Republic of Crimea and the city of Sevastopol.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
804,Ukraine,2015,Major trading partner 2 (% of exports),Poland,,5.2,The Government of Ukraine has informed the United Nations that it is not in a position to provide statistical data concerning the Autonomous Republic of Crimea and the city of Sevastopol.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
804,Ukraine,2020,Major trading partner 2 (% of exports),Poland,,6.7,The Government of Ukraine has informed the United Nations that it is not in a position to provide statistical data concerning the Autonomous Republic of Crimea and the city of Sevastopol.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
804,Ukraine,2010,Major trading partner 2 (% of imports),Germany,,7.6,The Government of Ukraine has informed the United Nations that it is not in a position to provide statistical data concerning the Autonomous Republic of Crimea and the city of Sevastopol.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
804,Ukraine,2015,Major trading partner 2 (% of imports),Germany,,10.6,The Government of Ukraine has informed the United Nations that it is not in a position to provide statistical data concerning the Autonomous Republic of Crimea and the city of Sevastopol.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
